TAIR ID	UniProt Accession
AT1G05220	O23046
AT1G04353	-
AT1G05230	A0A1P8AUV2; B3H6Y4; B9DFH8; Q94C37; O23045
AT1G05240	Q67Z07; Q96506; P0DI10
AT1G04357	-
AT1G04363	-
AT1G04367	-
AT1G05250	Q67Z07; Q96506; P0DI10
AT1G05260	O23044; Q0WSR2
AT1G05270	Q8GXY6
AT1G05280	A0A1P8AQE7; F4I8P5
AT1G04373	-
AT1G05290	Q1PFY3
AT1G05291	O23040; A0A178WE36
AT1G04377	-
AT1G04383	-
AT1G04387	-
AT1G05300	F4I8P9; Q6ICX1; O23039
AT1G05310	O23038
AT1G05320	A0A1P8AQX3; F4I8Q1
AT1G05330	O23036; A0A178WMP4
AT1G05340	O23035; A0A178W1D8
AT1G05350	O23034
AT1G05360	Q0WTG8; F4I8Q7; O23033; Q8LG86; C0Z3L0
AT1G05370	F4I8Q8
AT1G05380	Q9ZW00
AT1G05385	A0A178WJM6; Q8GXE0; A0A1P8ASY3; Q9ZVZ9
AT1G05400	A0A178W5I9; Q5XVL8
AT1G05410	B9DGV7; Q8VZE5
AT1G05420	Q9ZVZ6; A0A1P8AWY8; A0A178WNG4; F4I8R6
AT1G05430	Q8LC42
AT1G05440	Q9ZVZ4
AT1G05450	Q8LBJ6; Q1G2Y5
AT1G05460	Q9LR48; Q8GYD9; A0A1P8AMM9; Q94KS1
AT1G05470	A0A178WIE4; Q9LR47
AT1G05490	Q0WWJ9; F4I8S3; Q9ZVY9
AT1G05500	A0A1P8APH4; Q9ZVY8; Q8L706
AT1G05510	A0A178WID0; Q9ZVY7
AT1G05520	Q8H0S3; A0A178W7U4
AT1G05530	A0A178W8B1; W8Q7E6; Q9ZVY5
AT1G05540	Q9ZVY4; A0A178WJ68; A0A1P8ANS4; A0A178WJ75
AT1G05550	F4I8S9; F4I8T1; F4I8T0
AT1G05562	-
AT1G05560	Q9LR44; A0A178WES5; A0A1P8AP70; W8QPC2
AT1G05570	Q0WPU7; Q9SYJ7; Q9AUE0; Q9LR43; F4I8T3
AT1G04397	-
AT1G05575	Q8LC91; A0A178WCQ9
AT1G05577	A0A178VZT8; Q9SYJ8
AT1G05580	Q8VYD4; A0A178W5S7; Q58P62; Q9SYJ9; Q2V4Q6
AT1G05590	Q9SYK0
AT1G05600	Q9SYK1
AT1G05610	A0A1P8ATP5; Q9SYK2; F4I8U2; Q7YKW3
AT1G05615	F4I8U3
AT1G05620	B3H6Y7; Q8LAC4; Q9SYK3
AT1G05630	Q9SYK4; Q712D7; A0A1P8AU01; F4IAA0
AT1G05640	Q9SYK5
AT1G05650	Q9SYK6
AT1G04403	-
AT1G05660	Q9SYK7
AT1G05670	Q0WVK7; A0A178WA26; Q9SYK8; A0A068FPW3
AT1G05675	Q9SYK8; P0C7P7
AT1G05680	Q9SYK9; A0A0K1SBE8
AT1G05690	Q9SYL0
AT1G05700	A0A1P8AQG2; Q9SYL1; C0LGD6
AT1G04407	-
AT1G05710	Q8LAF0; A0A178W809; A0A1P8AVJ7; Q8VY82; Q9SYL2; A0A178W9Z7; A0A1P8AVK1; B9DHI3; A0A178W7Z9; Q7XJU2
AT1G05720	A0A178W3Q1; Q8GWP6
AT1G04413	-
AT1G05730	A0A178WIL6; A0A1P8AV61; Q5BQ23
AT1G04417	-
AT1G05740	Q9SYL5
AT1G05750	Q9MA50
AT1G05760	Q9SE37; Q94K20; A0A1P8APH7
AT1G05770	Q9MA49
AT1G05780	Q58G56
AT1G05783	-
AT1G04427	-
AT1G05785	A0A1P8AP81; Q8GWH4; A0A1P8AP61; A0A178WHN4; A0A1P8AP49
AT1G05790	Q0WQ61; A0A1P8AU29; A8MRJ1; A0A1P8AU43
AT1G05800	Q9MA46
AT1G05805	Q8LDA7; Q8H102; A0A178W6Y0; Q9MA45
AT1G05810	P19892; A0A1P8AVC8; F4IAC9; Q8VZT7; Q84QC3
AT1G05820	A0A1P8AWA1; A0A1P8AWF6; B3H5D5; Q9MA44
AT1G05830	Q9MA43; P0CB22; Q8RXL4
AT1G05835	Q9MA43; Q8RXL4; A8MS78
AT1G04433	-
AT1G05840	F4IAD5
AT1G04437	-
AT1G05850	Q42042; Q9MA41; C0SUT2; A0A178WA36
AT1G05860	A0A178WLF5; Q9MA40; A0A1P8AVI7
AT1G05870	Q9MA39; A0A178WCX2
AT1G05880	A0A1P8AVA0; Q84RQ9; Q56YK5; Q9MA38
AT1G05890	A0A178WAN2; Q8L829; Q84RR1; F4IAE4; Q9MA37
AT1G05894	A0A178WLR4; Q9MA36
AT1G05900	Q94EJ4; Q9MA35; B9DFZ0; A0A178W393
AT1G05910	Q9MA34; F4IAE9; Q93ZM5
AT1G05920	Q9MA33; Q5RM09
AT1G05930	Q9MA32
AT1G05940	A0A178WG13; Q9LNF0; A0A1P8AU13; A0A1P8AU30; A0A1P8AU02; Q9C5D6
AT1G05950	A0A178W4P4; A0A1P8ANL7; A0A1P8ANN2; A0A1P8ANN5; F4IAF4
AT1G05960	F4IAF5; F4IAF6
AT1G05970	Q8L7G5; Q9LNE8
AT1G05990	Q9LNE7; A0A178W5D6
AT1G06002	-
AT1G06000	Q0WWJ0; Q8LGD9; Q9LNE6; W8PVE7
AT1G06010	Q84R19
AT1G06020	Q9LNE4; A0A178WHF2
AT1G06030	Q9LNE3
AT1G06040	Q96288; F4IBY7
AT1G06045	-
AT1G06050	F4IBY8; A0A178WJ78
AT1G06060	A0A1P8AV86; A0A178W491; Q9LNE1
AT1G06070	A0A178WMD0; Q9LNE0
AT1G04443	-
AT1G06080	O65797; A0A1P8AU64; Q8GW15
AT1G06090	Q8LDI2; Q9LND9
AT1G06100	Q9LND8; A0A178WKL3
AT1G06110	A0A1P8AND2; A0A1P8ANB4; Q9LND7
AT1G06120	Q9LND6; Q9FPD5; A0A178W3X7
AT1G06130	Q8LDW8; Q8L451; A0A178WGQ2; Q9LND5
AT1G06135	Q8LCX3; A0A178W7R1
AT1G06137	F4IBZ9; A0A178WN47
AT1G06140	Q9LND4
AT1G06143	-
AT1G06150	Q9LND3; P0C7P8
AT1G06148	Q1G3W8; F4IC04
AT1G06160	Q9LND1; A0A178WAR0
AT1G06170	Q9LND0
AT1G04447	-
AT1G06180	Q9LNC9; Q39153; A0A178W702
AT1G06190	A8MQM6; Q94K75; Q9LNC8; A0A1P8AM09; Q8LFT8; A0A1P8AM12
AT1G06200	A0A1P8AQV9; Q8W476
AT1G06210	Q9LNC6; F4IC14
AT1G06220	Q9LNC5
AT1G06225	Q3EDH8; A0ME59; A0A178WPP4
AT1G06230	A0A178WDM0; Q9LNC4
AT1G06240	Q8H109
AT1G06250	Q9LNC2; Q8LF19; A0A1P8AV16
AT1G06265	-
AT1G06260	Q9LNC1
AT1G06270	Q9LNC0
AT1G06280	B7XG86; Q9LNB9; A0A178WMU7
AT1G06290	A0A178WDE4; P0CZ23; Q9LKX5; Q9LMI8; Q9M7X6; Q9C839; Q9LLH9
AT1G06310	Q9LMI7
AT1G06320	Q3EDH7; Q1PFY0; A0A178WFA2
AT1G06330	Q9LMI6; F4IC29; A0A178WC78
AT1G06340	Q9LMI5
AT1G06350	Q9LMI4; A0A178WJ82
AT1G06360	Q9LMI3; A0A1P8AN77
AT1G06380	Q9LMI1
AT1G06390	Q39012; A0A178WCN5
AT1G06400	P28185; A0A178W910
AT1G04453	-
AT1G06410	Q0WPW3; Q9LMI0; A0A178WH64
AT1G06420	F4IDM0; Q9LMH9; A0A178WF28
AT1G06430	Q94AL5; Q8W585; Q9SHI8
AT1G06440	Q9SHI9
AT1G06450	Q9SHJ0
AT1G04463	-
AT1G06460	Q208N7
AT1G04467	-
AT1G06470	Q8H184; Q84WH7; Q9SHJ2
AT1G06475	A0A178WJT8; Q6DSU2
AT1G06490	E9KSP0; Q9SHJ3; A0A178W7B8
AT1G06500	Q8VY54
AT1G04473	-
AT1G06515	A8MSB8
AT1G04477	-
AT1G06510	Q84K72
AT1G06520	Q9SHJ5; Q8L8V5; Q0WPD4
AT1G06530	Q9SHJ6; A6XH03
AT1G06540	Q9SHJ7
AT1G06550	Q9SHJ8; Q56XU5
AT1G06560	Q84MA1
AT1G04483	-
AT1G06570	F4IDP2; F4IDP1; P93836; O04330; Q9SHK1
AT1G06580	Q9SHK2; A0A1P8AN74
AT1G06590	Q67YV2; Q9SHK3; Q8H1U4
AT1G06620	Q84MB3; Q9SHK4; A0A178WLF9; A0A1P8AM08
AT1G06630	A1L4Z1; Q9SHK4; A0A1P8ARR9; A0A1P8ARS0; F4IDP6; F4IDP7; P0C2G0; A0A1P8ARQ2
AT1G06640	Q9SHK4; Q3E7P1; Q9C5K7; F4IDQ0
AT1G06645	F4IDQ2
AT1G04487	-
AT1G06650	Q94K40; A0A178W9Q8; Q3EDH6; Q9SHK4; Q8H1S4
AT1G06660	Q8RX34; Q9SHK5; F4IDQ5
AT1G06670	F4IDQ6; Q9SHK6; A0A1P8ASP8; Q9SMG9
AT1G06680	A0A178W7Q1; Q42029
AT1G06690	Q94A68; Q9SHK7; A0A178WN30
AT1G06700	Q8H1G6; Q9SHK8; Q9M9X8; A0A178WDX5; Q94K67
AT1G06710	Q9M9X9; A0A1P8AQ62; Q5S1W1; F4IDR2
AT1G04493	-
AT1G04497	-
AT1G06720	F4IDR3; A0A1P8AVJ3; A0A1P8AVE9
AT1G06730	Q9ASV2
AT1G06740	Q9M9Y2; A0A178W5T2
AT1G06750	F4IDR6; F4IDR5
AT1G06760	A0A178W387; P26568
AT1G04503	-
AT1G06770	Q9M9Y4; A0A1P8ARB2; Q3EDH5; A0A178WAQ5
AT1G06780	W8PW41; F4IDS0; Q9M9Y5
AT1G06790	Q9M9Y6; A0A178WGX6; F4HNT3
AT1G04507	-
AT1G06800	F4HNT5; Q941F1; Q9M9Y7; A0A178WG46
AT1G04513	-
AT1G06810	Q58G55
AT1G06820	A0A1P8ATA5; A0A1P8ATC2; A0A1P8ATE5; Q9M9Y8
AT1G06830	A0A178W5R9; Q9M9Y9; C1JGP7
AT1G06840	Q9M9Z0; C0LGD7; A0A178W3Y7
AT1G06850	F4HNU1; Q8VWG0
AT1G04523	-
AT1G06870	A0A178WJX8; Q9M9Z2; Q8LEC9
AT1G06890	A0A1P8ANY9; Q8RXL8; Q9M9Z3; F4HNU3; A0A0E3MVM2; A0A178WCK2
AT1G06900	F4HNU6; Q0WNY2; Q9M9Z4; A0A178WD59
AT1G06910	Q6R0E4; A0A178W486
AT1G06920	F4HNU8; Q9M9Z6
AT1G06923	Q1G3W7; A0A178WQC4
AT1G04533	-
AT1G06925	F4HNV0
AT1G06930	A0A178W348; Q5BQ22
AT1G06950	Q0WMF8; Q8LPG5; Q9LMI9; Q9M9Z7; Q8LPR9
AT1G06960	A0A1P8AQK9; A0A178WJB3; Q9LMJ0; A0A1P8AQM1; F4HNV4; A8MRK1; A0A1P8AQQ1; Q8H1S6; A0A178WJJ4; Q8RXP9
AT1G06970	A0A178WC73; Q9LMJ1
AT1G06980	Q9LMJ2
AT1G06990	Q8LDE0; Q9LMJ3
AT1G07000	Q9LMJ4; Q56YJ9; A0A178WCB5
AT1G07010	F4HNW2; A0A178WH32; Q8RY10; Q8L774; Q9LMJ5; F4HNW0
AT1G04537	-
AT1G07020	Q8LCS6; A0A178W2C5
AT1G07025	F4HNW4
AT1G07030	A0A178WNE7; Q8L6Z2
AT1G07040	Q9LMJ7; A0A178W6Z0
AT1G07050	A0A1P8ANW9; A0A178WDN5; A0A178WDK9; Q8LDM8
AT1G07060	A0A1P8AU91; Q9LMJ9; A0A1P8AU93; Q8RX33
AT1G04557	-
AT1G07070	Q9LMK0
AT1G07080	Q93VQ6
AT1G07090	A0A178WE41; Q9LMK2
AT1G07110	Q9LMK3; Q8L7N6; Q9MB58; Q9SP17; A0A178W4F2; Q9LL39
AT1G07119	-
AT1G07120	A0A1P8AWM2; Q9LMK4
AT1G04563	-
AT1G07128	-
AT1G07130	Q9LMK5; A0A178W9Z5
AT1G07135	Q9LMK6
AT1G07140	Q9LMK7; O04149; Q9XHS1; A0A178WG12
AT1G07150	F4HNX7; Q9LMK8
AT1G07160	F6LPR6; Q8RX37; Q9LMK9
AT1G07170	O80873; P0DI19; Q0WMV8; A0A178W5C0
AT1G07175	A0A178WCT6; A0A1P8AQE8; B3H674
AT1G07180	Q9LML0; Q8GWA1; Q8L5V3
AT1G07190	F4HQJ7
AT1G07200	Q9LML2; Q8RWE4
AT1G07210	Q9LML3
AT1G07220	Q9LML4
AT1G04567	-
AT1G07230	Q8L7Y9; Q9LML5
AT1G07240	A0A178W7U1; Q9FE68; W8Q7E2
AT1G07250	A0A178W5H2; Q9LML6; Q94BM9; W8QPB7
AT1G07260	W8PVE2; Q9LML7
AT1G07270	A0A1P8AUT2; Q8W032; Q9LML8
AT1G07280	A0A1P8AMQ5; Q8VZC8
AT1G04573	-
AT1G07290	Q84L09; Q9LNU8
AT1G07300	A0A1P8ARC6; Q6NPG3; A0A178WHQ4; A0A1P8ARD0
AT1G07310	Q9LNV0
AT1G07320	Q9LNV1; Q8LF27; Q8VZS1; Q0WW46; Q2V4Q4; O50061; A0A178WRI5; Q3EDH2; A0A178WQG5
AT1G07330	F4HQL7; Q9LNV2
AT1G07340	Q9SMV5; A0A178W5X1; Q9LNV3
AT1G07350	Q949Y9; Q9LNV4; A0A1P8AVR1; Q84TH4; A0A1P8AVT0; Q940S1
AT1G07360	Q9LNV5; Q93XZ5
AT1G07370	A7UIK5; A0A178W9N0; Q9M7Q7; Q9LNV6
AT1G07380	Q9LNV7; A0A1P8APY2; F4HQM3
AT1G07390	F4HQM6; A0A1P8AUZ2; A0A1P8AUZ5; F4HQM5; F4HQM4
AT1G07400	A0A178WJ08; Q9LNW0
AT1G07410	Q9LNW1; A0A178WHD5
AT1G07420	Q8VWZ8; Q8LBE1; A0A178WAJ4; B9DFL5; Q9LNW2
AT1G07430	Q8LFK5; Q9LNW3
AT1G07440	F4HQN3; P0DKI3; Q9ASX2; Q9LNW5; A0A178WGL5
AT1G07450	Q8RX32; Q9ASX2; Q9LNW5
AT1G07460	A0A178WNA4; Q9LNW6; Q4PT39
AT1G07470	Q93VP4
AT1G04577	-
AT1G07473	A0A178W6B0; Q9LNW8
AT1G04583	-
AT1G07476	Q9LNX0
AT1G07480	O49349; A0A1P8APF4
AT1G04587	-
AT1G07485	Q67XE6
AT1G07490	A0A178W1R5; Q6IM92
AT1G07510	Q8VZI8; Q0WLM5; Q9LNX5
AT1G07500	A0A178WFJ5; Q9LNX4; F4HQP3
AT1G07520	A0A178W5Z6; A0A1P8AT25; C0SUT7; Q3EDH0; F4HQP5; Q9LNX6; A0A1P8AT66
AT1G07530	A0A178WH17; Q9LNX6; Q9XE58; B9DFJ3
AT1G07540	Q6R0E3; Q9LNX7
AT1G04593	-
AT1G07550	C0LGD8; Q9LNX8
AT1G07560	Q9LNX9; C0LGD9
AT1G07570	F4HQQ0; Q06548; Q9LNY0; A0A178WBM7; A0A1P8ANC9
AT1G04597	-
AT1G07590	Q9LNY2; Q940Q2
AT1G07600	P43392; Q0WLF1
AT1G04603	-
AT1G07610	Q38804
AT1G07615	F4HSD4; A0A178WMN5; Q9LNY4; Q9LQN5
AT1G07620	Q683H8; A0A1P8AVB8; Q9LQN5; F4HSD5
AT1G04607	-
AT1G07630	A0A178WGF5; Q9ASX4; Q8LFF0; Q9LQN6
AT1G07640	Q2V4Q1; Q8L9V6; Q9LQN7; Q8W4A2; Q9XGU6
AT1G07650	A0A1P8APW9; Q9LQN9; Q94JZ3; A0A1P8AQ09; Q9LQN8; C0LGE0; F4HSE1
AT1G07645	A0A178W443; Q9LQP1
AT1G07660	P02308; Q6NR90; P59259; A8MRV1; A0A178VF54
AT1G07670	Q9XES1; Q9LQP2
AT1G07680	Q9LQP3
AT1G07690	A0A1P8APC0; A0A1P8APA6; A0A1P8AP82; A0A1P8APA1; Q9LQP4
AT1G07700	Q9LQP5; Q3EDG8; Q9C5C5; A0A178W0L6; Q3EDG9
AT1G07705	A8MR45; Q0WP31
AT1G07710	Q9LQP7
AT1G07720	A0A1P8AST0; Q9LQP8; A0A178W3A1
AT1G04623	-
AT1G07725	Q9LQP9
AT1G07728	-
AT1G07740	Q9LQQ1; A0A178WDA1
AT1G07730	A0A178WJC8; Q9LQQ0
AT1G07745	Q9LQQ2; A0A1P8AT83; A3QS62; A3QS64; A8MSF8; Q5K4Q1
AT1G07747	A8MRP3
AT1G07750	Q9LQQ3
AT1G07770	Q7GD83; B9DI04; A0A178W5N5; P42798
AT1G07780	A0A178WLS8; B3H4J9; Q42440; A0A1P8ATU6; Q3EDG7; Q7G9J9; A0A1P8ATT5
AT1G07790	Q9LQQ4; Q8L950
AT1G07795	Q29PW8; A0A178W510
AT1G07810	P92939; O04987
AT1G07820	Q6NR90; P59259; P02308; A0A178VF54
AT1G07830	Q94JQ7
AT1G07840	Q93ZQ9; Q9LQQ6
AT1G07850	F4HSH8
AT1G07870	Q9LQQ8; F4HSH9
AT1G07860	Q8RY98
AT1G07880	A0A178WHV9; Q9LQQ9
AT1G07885	F4HSI4
AT1G07890	Q0WLU2; F4HU93; Q2V4P9; A0A178W5I1; Q05431; Q2V4P8
AT1G07900	Q9LQR0; B7XG62; A0A178WM56
AT1G07902	-
AT1G07901	B3H516
AT1G07910	Q0WVN4; Q9LN14; Q0WWW5; Q0WL81; Q96312
AT1G07920	B9DGN1; Q9ASU9; Q9LN13; Q9C5L4; Q8W4H7; P13905; A0A178WJC9; Q0WSD5; Q8GTY0; Q8VZE8; Q94AD0; P0DH99; A8MSE8; Q0WL56; Q39093
AT1G07930	A8MSE8; Q9ASU9; P0DH99; P13905; Q8W4H7; Q8VZE8; Q94AD0; Q9C5L4; Q39093; Q0WSD5; F4HUA0; Q8GTY0; A0A178WJC9; B9DGN1; Q9LN13; Q0WL56
AT1G07940	Q8VZE8; P0DH99; Q8W4H7; A8MSE8; Q8GTY0; Q9LN13; Q0WL56; Q94AD0; Q0WSD5; Q39093; A0A178WJC9; Q9ASU9; Q9C5L4; B9DGN1; P13905
AT1G07950	A0A178WMZ4; A0A1P8ATZ6; Q8LCH5; Q9LN12
AT1G07960	Q9LN11; Q96313; A0A178WDX4; Q8GYD1
AT1G07970	Q9LN10
AT1G07980	Q9LN09; A0A178WGX8; A0A1P8AN83
AT1G07985	Q3EDG6; A0A178WEN3
AT1G07990	A0A1P8ATA9; Q8L7T5
AT1G08000	Q8VZP4; Q9LN07; A0A178WGW3
AT1G08005	A0A178W1Z5; Q1G325
AT1G08010	Q9LN07; Q6DBP8; Q0WNS0; A0A178WRD7
AT1G08030	Q3EDG5; Q9LN06; C7G3K4
AT1G08035	A0A1P8AMD3; Q9LN05
AT1G08040	A0A1P8AV11; Q93ZR2; A0A178WIU3
AT1G08050	Q9LN03; A0A178WEJ2
AT1G08060	A0A1P8ASM1; Q9M659; Q9LN02; Q9M658; Q8GXZ0
AT1G08065	F4HUC4
AT1G08070	Q9LN01; A0A1P8ARF0
AT1G08080	Q9LN00; Q8L817
AT1G08090	O82811; A0A178WIP7
AT1G08100	O82412; Q9LMZ9; A0A178W7F7
AT1G08110	B9DH52; A0A178WBZ2; B9DGB2; Q8H0V3; Q9LMZ7
AT1G08120	A0A178W3X3; Q5Q0I2
AT1G04643	-
AT1G08125	A0A1P8AME4; F4HUD6; F4HUD4; F4HUD5
AT1G08130	Q56W81; Q9LMZ4; Q9SGE5; Q541Y6; Q42572
AT1G08135	Q9LMZ3; Q9SGE4; P0CG16
AT1G08140	Q9LMZ3; Q8GX92; Q58P72; A0A178WPX4; Q9SGE4; Q67ZY0
AT1G08150	Q9SGE4; Q9LMZ3; Q3EDG3
AT1G08160	Q9SGE4; Q8VZ13; Q9LMZ3; A0A178WHG0
AT1G08165	F4HUE2
AT1G08170	Q9SGE3
AT1G08180	Q9SGE2; A0A178WJ85; Q9LMZ1
AT1G08190	P93043; Q9SGE1
AT1G08200	A0A178WCP0; Q8L9F5; Q9SGE0; Q94B32
AT1G08210	A0A1P8AM93; A0A178WLQ4; A0A1P8AM88; Q9FPD6; A0A1P8AM85
AT1G08220	Q0WRX7; Q5XEN3
AT1G08230	Q9SGD7; A0A1P8ANY8; F4HW02; A0A1P8ANX9
AT1G08250	Q9SGD6; A0A178W954
AT1G08260	B3H4I0; A0A1P8AV03; F4HW04; Q9SGD5; A0A178WI12
AT1G08270	A0A178W3W4; F4HW05; Q9SGD4
AT1G08280	Q84W00; Q9SGD2; A0A178WDI2
AT1G08290	Q9SGD1
AT1G08300	F4HW09; A0A1P8ARG1; A0A1P8ARF3
AT1G08310	A8MRK8; A0A1P8AWS9; B3H6Y0
AT1G08315	A0A178W456; Q0WNZ8
AT1G04647	-
AT1G08320	Q93XM6; Q56W43; Q9SGC7; Q9SJF8; Q0WT94; A0A178WGY8
AT1G04653	-
AT1G08340	Q6NKT5; A0A178WN79; Q9SJF6; Q9SGC6
AT1G08350	Q94AV9; A0A178WGW9; Q9SJF5; A0A1P8AW75; F4HW17; F4HW18; Q9SCX1
AT1G08360	A0A178W6A5; Q9SJF4; Q8VZB9
AT1G08370	O64895; Q9SJF3
AT1G08380	Q8L7C3; A0A178W5Y5; Q949Q5
AT1G08390	Q8RX36; A0A1P8AN39
AT1G08400	Q9SJF2; Q8GXP1
AT1G08410	Q9SJF1
AT1G08420	F4HW26; A0A178WHH8; Q9SJF0; Q0WKX2
AT1G08430	A8VPV4; Q9SJE9; Q15EV2; Q15EV0; Q15EV3; Q15EV4; Q15EV1
AT1G08440	Q9SJE8
AT1G08450	F4HW29; Q93ZR4; F4HW30; A0A178W681; O04153; Q9SJE7
AT1G08460	A0A1P8AMF5; Q9SJE6; Q944J5; Q94EJ2
AT1G08465	Q9SJE5; Q9XFB0
AT1G08470	A0A178WK70; Q9SJE4; Q8VWF6
AT1G08480	A0A178WB84; Q941A6
AT1G08490	Q9SJE3; A0A178WGK3; Q93WX6
AT1G08500	A0A178W613; O82083
AT1G08510	Q42562; Q42558; Q9SJE2
AT1G08520	Q8VZU7; Q9SWY5; B9DFK0; A0A178W355; Q8GUL4; Q9SJE1; Q93YN7
AT1G08530	A0A1P8ARK6; A0A1P8ARM9; Q0WNC2
AT1G08540	O22455; O22056; Q8GWC1
AT1G08550	Q39249; Q9SJD9; A0A178WLQ5; B9DGR5
AT1G08560	Q8VXY8; A0A178WAC8; Q42374; Q9FRS8
AT1G08570	A8MQQ7; A0A178WL40; B3H436; O64654
AT1G08580	Q9FRS7; A0A178WA11
AT1G08590	Q9FRS6; A0A178WET4
AT1G08592	-
AT1G08600	F4HW51; F4HW52; O04048; Q9FRS5; A0A178VZQ9
AT1G08610	Q9FRS4; A0A178WAG2
AT1G04657	-
AT1G08620	A0A1P8AMS3; Q9FRS3; C0SUT9
AT1G08630	A0A1P8ASQ3; B9DG61; Q9FRS2; Q8LC88; Q8RXU4; Q2V4P5
AT1G08640	Q93WG3
AT1G08645	-
AT1G08650	F4HXN6; Q9SPK4; Q9FRS0
AT1G08660	A0A1P8AM36; F4HXN8; A0A178W556; Q8VZJ0; Q9FRR9
AT1G08670	A0A1P8ART5; A0A178WGB3; Q9FRR8
AT1G08680	A0A1P8ANR5; Q8RXE7; Q67YQ3; Q9FVH3; Q9FRR6; Q9FRR7; F4HXP0
AT1G08695	P82622
AT1G08700	Q8L9V0; Q0V7S4; A0A178W198; O64668
AT1G08710	Q9CAZ0; A0A178WE03; Q8VZ41
AT1G08720	A0A1P8AUW3; Q9FRR5; Q9FPR3
AT1G08730	F4HXP9; Q9FRR5; A0A1P8APW4
AT1G08750	A0A178WNN3; Q8GYI6
AT1G08760	A0A178WFF3; Q9FRR2
AT1G08770	Q9FRR1; A0A178W4Z3; Q8L9D2
AT1G08780	A0A178WP48; Q9M4B5; Q84VV8
AT1G08790	Q9FRR0; A0A178W6V8
AT1G08800	F4HXQ7; Q8GXM3; Q9FRQ9
AT1G08810	A0A178WD25; Q8GYP5; Q3E6Y6
AT1G08820	B9DHD7; Q8VXW8; A0A178WBB7; Q6UQE9; Q9FRQ7
AT1G04667	-
AT1G08830	A0A178WMU1; Q9FRQ6; A3FMJ0; P24704
AT1G08840	A0A1P8ASY1; F4HXR6; F4HXR5; A0A1P8ASU0; A0A1P8ASV1
AT1G08845	Q8GW22; A0A178W2U5; F4HXR7
AT1G08860	O04042; Q5XQC7; Q1KS96
AT1G08880	A0A178W8H7; O04848; Q8LAC0
AT1G08890	O04041; Q9SCW7; A0A178W7N4
AT1G08900	O04040; Q9SCW8; A0A1P8APM7; Q4F7G0; Q94F32; A8MR77; C0Z2D9; A0A178WLY6
AT1G08910	F4HXS5; A0A0A7EPL0; O04038
AT1G04673	-
AT1G04677	-
AT1G04683	-
AT1G08920	A0A178WFZ8; B1GXJ7; A8MR75; O04037; Q9SCW9; Q94KE0
AT1G08930	O65799; O04036; A0A178W9Q9
AT1G08940	O04035; A0A178W112
AT1G08960	O04034; A0A178W3U3
AT1G08970	B9DFS3; O04033; A0A178WIM6; Q9SNZ0; Q8L4B2
AT1G08980	Q9FR37; A0A178WIS5; O04032
AT1G08985	Q8GWU1
AT1G08990	W8QPB2; O04031; F4HZC3
AT1G09000	Q8GZ05; A0A1P8AWJ5; O04030; O22040; O22039
AT1G09010	Q75W54; A0A178WLW7; O04029
AT1G09020	Q944A6; A0A178W6I0; Q9FV59; Q2QCL5; O04028
AT1G09030	O04027; A0JPZ3; A0A178WJ11; C0SUU0
AT1G09040	F4HZC9
AT1G09050	Q8RX35
AT1G09060	B9DGQ5; F4HZD1
AT1G09070	O04023; O81814
AT1G09080	F4HZD5; Q8H1B3; O04022; A0A178WHW4
AT1G09090	O04021; O04020; F4HZD8; Q9SBI0; Q84TJ9
AT1G09100	Q93V77; O04019; A0A178WHJ4
AT1G09130	A0A178W952; Q67XY5; Q680D2; O04018; Q8L770; F4HZE0
AT1G09140	A0A1P8AN11; Q949S8; Q9XFR5; Q9XFR6
AT1G09150	Q8L7N2; A0A178WGM6
AT1G09155	O80494; Q8LBR0
AT1G09157	O80493
AT1G09160	O80492; Q8W588; A0A178W1X8
AT1G09170	A0A1P8ATI1; A0A1P8ATE2; A0A1P8ATH5; O80491; F4HZF0; A0A1P8ATF3; A0A1P8ATG3
AT1G09176	O80490
AT1G09180	O80489
AT1G09190	O80488
AT1G09195	A0A1P8AS45; F4HZF5; A0A1P8AS27; F4HZF4; A0A1P8AS60
AT1G09200	P59226; A0A178WG20; Q0WRA9
AT1G09210	O04152; O80486; Q38858; Q94AW7
AT1G09220	Q6ICY6; Q680Z7; O80485
AT1G09230	A0A178W5L3; C0Z2T6; O80484; A0A1P8AMG9; Q8RWV8; A0A1P8AMD5
AT1G09240	O80483
AT1G09245	Q8GX02
AT1G04687	-
AT1G04693	-
AT1G09250	O80482
AT1G09260	O80481
AT1G09270	F4HZG6; O49602; Q94KD4; A0A178WMY7; O80480
AT1G09280	Q94AC1; O80479
AT1G09290	Q7XBQ8
AT1G09300	F4HZG9; F4HZH0
AT1G09310	Q9ZPZ4; A0A178W8C5
AT1G09320	Q500V5
AT1G09330	A0A1P8ANI1; Q0WRM9; A0A178WGW7; Q8LEK2; Q9ZPZ2
AT1G09340	O49260; Q8W4G5; A0A178W6T5; Q9T0N9; A0A1P8ATL2; Q8LAU2; Q9SA52
AT1G09350	A0A1P8AN71; O80518; W8PVD7
AT1G09360	O80519
AT1G09370	F4HZH7
AT1G09380	Q8GXB4; O80521; Q8LAC3
AT1G09390	O80522
AT1G04697	-
AT1G09400	A0A1P8AT55; Q8GYA3; A0ME63; O80523
AT1G09410	Q56XI1; O80524; A0A178WG80
AT1G09415	Q9FNZ4
AT1G09420	Q0WPI4; Q93ZW0; F4I0Y8; O80525
AT1G09421	-
AT1G09430	O80526
